model,group,k,no_mean,no_std,trust_mean,trust_std
ref_smooth,reference,80,0.51567,0.0,0.9413279779475603,0.0
ref_smooth,reference,81,0.5161111111111111,0.0,0.9408643033427992,0.0
ref_smooth,reference,82,0.5166341463414634,0.0,0.9403586591089272,0.0
ref_smooth,reference,83,0.5168698795180723,0.0,0.9399398707874979,0.0
ref_smooth,reference,84,0.5172404761904762,0.0,0.9394737350888386,0.0
ref_smooth,reference,85,0.517484705882353,0.0,0.9389723469332023,0.0
ref_smooth,reference,86,0.5178651162790697,0.0,0.9384902584294392,0.0
ref_smooth,reference,87,0.5182413793103449,0.0,0.9379853113410763,0.0
ref_smooth,reference,88,0.5185386363636364,0.0,0.9374944955219149,0.0
ref_smooth,reference,89,0.518685393258427,0.0,0.9370003580660253,0.0
ref_smooth,reference,90,0.5190488888888889,0.0,0.9365334173761822,0.0
ref_smooth,reference,91,0.5193384615384615,0.0,0.9360149155769135,0.0
ref_smooth,reference,92,0.5193869565217392,0.0,0.935498975656327,0.0
ref_smooth,reference,93,0.5195720430107527,0.0,0.9350023071910168,0.0
ref_smooth,reference,94,0.5199872340425532,0.0,0.9344981981076719,0.0
ref_smooth,reference,95,0.5203178947368421,0.0,0.9339749596251743,0.0
ref_smooth,reference,96,0.5205875,0.0,0.933486081927664,0.0
ref_smooth,reference,97,0.5208247422680412,0.0,0.9329724279181326,0.0
ref_smooth,reference,98,0.5210775510204082,0.0,0.93249842422508,0.0
ref_smooth,reference,99,0.521420202020202,0.0,0.9320715384878836,0.0
ref_smooth,reference,100,0.521762,0.0,0.9315554869275311,0.0
ref_smooth,reference,101,0.5219841584158416,0.0,0.9310127945729967,0.0
ref_smooth,reference,102,0.5221843137254902,0.0,0.9305290707886879,0.0
ref_smooth,reference,103,0.5223650485436894,0.0,0.9300041894881727,0.0
ref_smooth,reference,104,0.5225942307692307,0.0,0.9295065488991988,0.0
ref_smooth,reference,105,0.5228761904761905,0.0,0.9290031455603588,0.0
ref_smooth,reference,106,0.523054716981132,0.0,0.928472376751812,0.0
ref_smooth,reference,107,0.5231943925233645,0.0,0.9280072938235678,0.0
ref_smooth,reference,108,0.5234388888888889,0.0,0.9275281622885735,0.0
ref_smooth,reference,109,0.5235853211009174,0.0,0.9270319159948759,0.0
ref_smooth,reference,110,0.52372,0.0,0.9265324684488205,0.0
ref_smooth,reference,111,0.5239639639639639,0.0,0.9259736301780072,0.0
ref_smooth,reference,112,0.5242178571428572,0.0,0.9254774465410391,0.0
ref_smooth,reference,113,0.5245008849557522,0.0,0.9249529326537207,0.0
ref_smooth,reference,114,0.5247035087719298,0.0,0.9244395320396921,0.0
ref_smooth,reference,115,0.5248226086956522,0.0,0.9238734490908066,0.0
ref_smooth,reference,116,0.5249086206896552,0.0,0.9233974995779406,0.0
ref_smooth,reference,117,0.5250034188034188,0.0,0.9228810268920042,0.0
ref_smooth,reference,118,0.5252,0.0,0.9223623945994905,0.0
ref_smooth,reference,119,0.5254369747899159,0.0,0.921867667166122,0.0
ref_smooth,reference,120,0.525555,0.0,0.9213339894780398,0.0
ref_smooth,reference,121,0.5256595041322314,0.0,0.9208312784598028,0.0
ref_smooth,reference,122,0.5258131147540983,0.0,0.9203430429000067,0.0
ref_smooth,reference,123,0.5259788617886179,0.0,0.9197966728761426,0.0
ref_smooth,reference,124,0.5261564516129033,0.0,0.9192600088666204,0.0
ref_smooth,reference,125,0.5263104,0.0,0.9188020825035562,0.0
ref_smooth,reference,126,0.5263619047619048,0.0,0.9182346924656122,0.0
ref_smooth,reference,127,0.5264566929133858,0.0,0.9177302773518565,0.0
ref_smooth,reference,128,0.526590625,0.0,0.9171732413178985,0.0
ref_smooth,reference,129,0.5265426356589147,0.0,0.9166318685872465,0.0
ref_smooth,reference,130,0.5266461538461539,0.0,0.9160960461895031,0.0
ref_smooth,reference,131,0.5267954198473283,0.0,0.9155459426877237,0.0
ref_smooth,reference,132,0.5269681818181818,0.0,0.915023870689764,0.0
ref_smooth,reference,133,0.5270165413533835,0.0,0.9144775984604367,0.0
ref_smooth,reference,134,0.5269985074626866,0.0,0.9139923830907993,0.0
ref_smooth,reference,135,0.5271362962962963,0.0,0.913500639574147,0.0
ref_smooth,reference,136,0.5272632352941177,0.0,0.9129598777446948,0.0
ref_smooth,reference,137,0.5274452554744525,0.0,0.9124467846462789,0.0
ref_smooth,reference,138,0.5275101449275362,0.0,0.911968182545552,0.0
ref_smooth,reference,139,0.5275654676258993,0.0,0.9114106673815372,0.0
ref_smooth,reference,140,0.5276228571428572,0.0,0.9108848667195862,0.0
ref_smooth,reference,141,0.5276851063829787,0.0,0.9103350605940352,0.0
ref_smooth,reference,142,0.5277521126760564,0.0,0.9097739714198825,0.0
ref_smooth,reference,143,0.5277706293706294,0.0,0.9092223449799751,0.0
ref_smooth,reference,144,0.5278861111111111,0.0,0.9086961051899753,0.0
ref_smooth,reference,145,0.5279406896551724,0.0,0.9081067098011023,0.0
ref_smooth,reference,146,0.528,0.0,0.9076115387741931,0.0
ref_smooth,reference,147,0.5281034013605442,0.0,0.9070953694660064,0.0
ref_smooth,reference,148,0.528095945945946,0.0,0.9066197654900625,0.0
ref_smooth,reference,149,0.5283006711409396,0.0,0.9060937695427087,0.0
ref_smooth,reference,150,0.5283226666666667,0.0,0.9055931527202099,0.0
ref_smooth,reference,151,0.5283867549668874,0.0,0.9050287891199353,0.0
ref_smooth,reference,152,0.5283921052631579,0.0,0.9044730796864071,0.0
ref_smooth,reference,153,0.5286143790849673,0.0,0.9039461787121588,0.0
ref_smooth,reference,154,0.5286701298701298,0.0,0.9033873727861447,0.0
ref_smooth,reference,155,0.5286567741935484,0.0,0.9028618161045502,0.0
ref_smooth,reference,156,0.5286974358974359,0.0,0.9023562994589933,0.0
ref_smooth,reference,157,0.5286968152866242,0.0,0.9018105379753641,0.0
ref_smooth,reference,158,0.5287784810126582,0.0,0.9013228714893942,0.0
ref_smooth,reference,159,0.5287660377358491,0.0,0.9008170990518581,0.0
ref_smooth,reference,160,0.5288475,0.0,0.9002690516095911,0.0
ref_smooth,reference,161,0.528864596273292,0.0,0.8997025742541555,0.0
ref_smooth,reference,162,0.5289444444444444,0.0,0.8992334504526899,0.0
ref_smooth,reference,163,0.5289521472392638,0.0,0.8987263195008889,0.0
ref_smooth,reference,164,0.5289585365853658,0.0,0.8982217783427153,0.0
ref_smooth,reference,165,0.5289478787878787,0.0,0.8976797289758045,0.0
ref_smooth,reference,166,0.5290253012048193,0.0,0.897172130806447,0.0
ref_smooth,reference,167,0.5289712574850299,0.0,0.8966952054421532,0.0
ref_smooth,reference,168,0.5290166666666667,0.0,0.8962177137946474,0.0
ref_smooth,reference,169,0.5290390532544379,0.0,0.8956866929268464,0.0
ref_smooth,reference,170,0.5290388235294118,0.0,0.895189595590468,0.0
ref_smooth,reference,171,0.5289976608187135,0.0,0.894693956404358,0.0
ref_smooth,reference,172,0.5290011627906976,0.0,0.8941971209107219,0.0
ref_smooth,reference,173,0.5290416184971098,0.0,0.8936870666497898,0.0
ref_smooth,reference,174,0.5290816091954023,0.0,0.8931394028808735,0.0
ref_smooth,reference,175,0.5291577142857142,0.0,0.8926467143379091,0.0
ref_smooth,reference,176,0.5291113636363637,0.0,0.8921555231994593,0.0
ref_smooth,reference,177,0.5290813559322034,0.0,0.8916487559187025,0.0
ref_smooth,reference,178,0.5290977528089887,0.0,0.8911792229064082,0.0
ref_smooth,reference,179,0.528991061452514,0.0,0.8906601909110312,0.0
ref_smooth,reference,180,0.5289811111111111,0.0,0.8901668166059447,0.0
ref_smooth,reference,181,0.5289060773480663,0.0,0.8896569846567619,0.0
ref_smooth,reference,182,0.5288934065934066,0.0,0.889180289238239,0.0
ref_smooth,reference,183,0.5289256830601093,0.0,0.8886599341588542,0.0
ref_smooth,reference,184,0.5289108695652174,0.0,0.888141950229218,0.0
ref_smooth,reference,185,0.5289135135135136,0.0,0.887653821051029,0.0
ref_smooth,reference,186,0.5289043010752689,0.0,0.8871330888073363,0.0
ref_smooth,reference,187,0.5289090909090909,0.0,0.886593275419098,0.0
ref_smooth,reference,188,0.5287755319148936,0.0,0.8861083834093445,0.0
ref_smooth,reference,189,0.5287925925925926,0.0,0.8855906977529462,0.0
ref_smooth,reference,190,0.5288452631578947,0.0,0.8850794640866303,0.0
ref_smooth,reference,191,0.5288240837696335,0.0,0.8845893561412346,0.0
ref_smooth,reference,192,0.5287666666666667,0.0,0.8841025185936444,0.0
ref_smooth,reference,193,0.5286632124352332,0.0,0.8836136257321122,0.0
ref_smooth,reference,194,0.5285958762886598,0.0,0.8831308760063615,0.0
ref_smooth,reference,195,0.5285374358974358,0.0,0.8825914195232998,0.0
ref_smooth,reference,196,0.5285112244897959,0.0,0.882132695177498,0.0
ref_smooth,reference,197,0.5285390862944163,0.0,0.8816360934230418,0.0
ref_smooth,reference,198,0.5284919191919192,0.0,0.8811489224654812,0.0
ref_smooth,reference,199,0.5284452261306533,0.0,0.8806466120557124,0.0
ref_smooth,reference,200,0.528437,0.0,0.8801846008520097,0.0
ref_standard,reference,1,0.5566,0.0,0.9950140093395597,0.0
ref_standard,reference,2,0.5479,0.0,0.9925525335113188,0.0
ref_standard,reference,3,0.5355333333333333,0.0,0.9900418475236505,0.0
ref_standard,reference,4,0.5185,0.0,0.9879323534324369,0.0
ref_standard,reference,5,0.5042,0.0,0.9860147281639928,0.0
ref_standard,reference,6,0.4937666666666667,0.0,0.9842511843058575,0.0
ref_standard,reference,7,0.4861714285714286,0.0,0.9827811977249916,0.0
ref_standard,reference,8,0.47875,0.0,0.9807209762900976,0.0
ref_standard,reference,9,0.4728,0.0,0.9791637642330877,0.0
ref_standard,reference,10,0.46794,0.0,0.9775382252750321,0.0
ref_standard,reference,11,0.4646909090909091,0.0,0.9760084824104268,0.0
ref_standard,reference,12,0.4613833333333333,0.0,0.9748886746045056,0.0
ref_standard,reference,13,0.4599076923076923,0.0,0.9736219669592153,0.0
ref_standard,reference,14,0.4580714285714286,0.0,0.9722857862298856,0.0
ref_standard,reference,15,0.45741333333333334,0.0,0.9711070876721531,0.0
ref_standard,reference,16,0.4569,0.0,0.9700290077297933,0.0
ref_standard,reference,17,0.4560235294117647,0.0,0.9689474860556193,0.0
ref_standard,reference,18,0.4552333333333333,0.0,0.9679513005015108,0.0
ref_standard,reference,19,0.45469473684210526,0.0,0.9672664233792154,0.0
ref_standard,reference,20,0.45402,0.0,0.9664362575068755,0.0
ref_standard,reference,21,0.45377142857142855,0.0,0.9656271445685193,0.0
ref_standard,reference,22,0.4527909090909091,0.0,0.9647101829009801,0.0
ref_standard,reference,23,0.4524695652173913,0.0,0.9638544174792874,0.0
ref_standard,reference,24,0.45255833333333334,0.0,0.9630103903042574,0.0
ref_standard,reference,25,0.452616,0.0,0.9623778347963088,0.0
ref_standard,reference,26,0.4536076923076923,0.0,0.961521347312261,0.0
ref_standard,reference,27,0.4540962962962963,0.0,0.9607647603669909,0.0
ref_standard,reference,28,0.4543142857142857,0.0,0.9600140763997906,0.0
ref_standard,reference,29,0.4548206896551724,0.0,0.9591614600345294,0.0
ref_standard,reference,30,0.4554066666666667,0.0,0.9585085538068107,0.0
ref_standard,reference,31,0.4558967741935484,0.0,0.9577921450393075,0.0
ref_standard,reference,32,0.456375,0.0,0.9571994854311368,0.0
ref_standard,reference,33,0.4567030303030303,0.0,0.9563532853963362,0.0
ref_standard,reference,34,0.4571588235294118,0.0,0.9557321137035448,0.0
ref_standard,reference,35,0.45797714285714286,0.0,0.9550154668993488,0.0
ref_standard,reference,36,0.45836666666666664,0.0,0.9542951174736101,0.0
ref_standard,reference,37,0.45925945945945945,0.0,0.9536152167792793,0.0
ref_standard,reference,38,0.45987894736842105,0.0,0.9529231826379884,0.0
ref_standard,reference,39,0.4604102564102564,0.0,0.9523493811338082,0.0
ref_standard,reference,40,0.461265,0.0,0.9516981147587458,0.0
ref_standard,reference,41,0.4620487804878049,0.0,0.9511347302240891,0.0
ref_standard,reference,42,0.46266666666666667,0.0,0.9504748634455769,0.0
ref_standard,reference,43,0.4634325581395349,0.0,0.9499360616985593,0.0
ref_standard,reference,44,0.4641181818181818,0.0,0.9492296253828553,0.0
ref_standard,reference,45,0.46464444444444447,0.0,0.9484966272548128,0.0
ref_standard,reference,46,0.46516521739130434,0.0,0.9478078875593767,0.0
ref_standard,reference,47,0.4659957446808511,0.0,0.947155311642683,0.0
ref_standard,reference,48,0.4665416666666667,0.0,0.9465005194990037,0.0
ref_standard,reference,49,0.467265306122449,0.0,0.9458768372694258,0.0
ref_standard,reference,50,0.467904,0.0,0.9452859907676526,0.0
ref_standard,reference,51,0.46845882352941176,0.0,0.9445737792893415,0.0
ref_standard,reference,52,0.46902307692307693,0.0,0.9439128762446407,0.0
ref_standard,reference,53,0.4693698113207547,0.0,0.9432861613681399,0.0
ref_standard,reference,54,0.47,0.0,0.9426248199544414,0.0
ref_standard,reference,55,0.47080363636363637,0.0,0.9420365755601957,0.0
ref_standard,reference,56,0.4716892857142857,0.0,0.9414634915190566,0.0
ref_standard,reference,57,0.4720701754385965,0.0,0.940905758447824,0.0
ref_standard,reference,58,0.4724379310344828,0.0,0.9403195658822949,0.0
ref_standard,reference,59,0.473135593220339,0.0,0.9397082273162192,0.0
ref_standard,reference,60,0.4734566666666667,0.0,0.9390993565141013,0.0
ref_standard,reference,61,0.4738622950819672,0.0,0.9384247055419006,0.0
ref_standard,reference,62,0.474441935483871,0.0,0.9378391647197882,0.0
ref_standard,reference,63,0.4746888888888889,0.0,0.937168820406342,0.0
ref_standard,reference,64,0.475096875,0.0,0.9365847432696172,0.0
ref_standard,reference,65,0.4758369230769231,0.0,0.9359236954178374,0.0
ref_standard,reference,66,0.4761090909090909,0.0,0.9353752017677203,0.0
ref_standard,reference,67,0.4764119402985075,0.0,0.9347544220944262,0.0
ref_standard,reference,68,0.4768705882352941,0.0,0.9342080529191832,0.0
ref_standard,reference,69,0.47745217391304345,0.0,0.9336280676995756,0.0
ref_standard,reference,70,0.47784857142857146,0.0,0.932996520494534,0.0
ref_standard,reference,71,0.47833521126760564,0.0,0.9324240687818581,0.0
ref_standard,reference,72,0.47873055555555555,0.0,0.9318450326948079,0.0
ref_standard,reference,73,0.47913698630136986,0.0,0.9312137128501683,0.0
ref_standard,reference,74,0.4795891891891892,0.0,0.9306787821229573,0.0
ref_standard,reference,75,0.479968,0.0,0.9300611738444368,0.0
ref_standard,reference,76,0.4805394736842105,0.0,0.9293812711470237,0.0
ref_standard,reference,77,0.48095324675324674,0.0,0.9287984881507767,0.0
ref_standard,reference,78,0.4814051282051282,0.0,0.9282401420300813,0.0
ref_standard,reference,79,0.481706329113924,0.0,0.9276178996099865,0.0
ref_standard,reference,80,0.4819675,0.0,0.9269756048503791,0.0
ref_standard,reference,81,0.48242962962962965,0.0,0.926402461414391,0.0
ref_standard,reference,82,0.48278292682926827,0.0,0.9258479718605633,0.0
ref_standard,reference,83,0.48302650602409636,0.0,0.9252704368779465,0.0
ref_standard,reference,84,0.4833190476190476,0.0,0.924666978768771,0.0
ref_standard,reference,85,0.48352470588235297,0.0,0.924122443880059,0.0
ref_standard,reference,86,0.48378604651162793,0.0,0.9235722053662693,0.0
ref_standard,reference,87,0.4840183908045977,0.0,0.9230330685127983,0.0
ref_standard,reference,88,0.4843977272727273,0.0,0.922482152386991,0.0
ref_standard,reference,89,0.48459550561797754,0.0,0.921988441262797,0.0
ref_standard,reference,90,0.48489333333333334,0.0,0.9214677669815041,0.0
ref_standard,reference,91,0.4851846153846154,0.0,0.9208804297344291,0.0
ref_standard,reference,92,0.4854,0.0,0.9203331978515372,0.0
ref_standard,reference,93,0.4857161290322581,0.0,0.9197942414216608,0.0
ref_standard,reference,94,0.4860595744680851,0.0,0.919229999615431,0.0
ref_standard,reference,95,0.4865178947368421,0.0,0.9187340198588877,0.0
ref_standard,reference,96,0.48689583333333336,0.0,0.9181855203895017,0.0
ref_standard,reference,97,0.48730103092783505,0.0,0.9176281326985457,0.0
ref_standard,reference,98,0.4875795918367347,0.0,0.9170912864356962,0.0
ref_standard,reference,99,0.4878808080808081,0.0,0.9165750985831659,0.0
ref_standard,reference,100,0.48815,0.0,0.9160638743639234,0.0
ref_standard,reference,101,0.4883742574257426,0.0,0.9155877739459339,0.0
ref_standard,reference,102,0.4885607843137255,0.0,0.9150665787247038,0.0
ref_standard,reference,103,0.4889184466019417,0.0,0.9145785236120827,0.0
ref_standard,reference,104,0.48919423076923074,0.0,0.9140957424264968,0.0
ref_standard,reference,105,0.48961333333333334,0.0,0.9135785965617774,0.0
ref_standard,reference,106,0.4898679245283019,0.0,0.9130720984324887,0.0
ref_standard,reference,107,0.49006542056074764,0.0,0.9125781060199557,0.0
ref_standard,reference,108,0.490287037037037,0.0,0.912100565617012,0.0
ref_standard,reference,109,0.49053761467889906,0.0,0.911574065207921,0.0
ref_standard,reference,110,0.49073272727272726,0.0,0.9110895353250266,0.0
ref_standard,reference,111,0.49105945945945945,0.0,0.9105489824452055,0.0
ref_standard,reference,112,0.49133035714285717,0.0,0.9100231567905284,0.0
ref_standard,reference,113,0.49153097345132746,0.0,0.9095643891303669,0.0
ref_standard,reference,114,0.4918105263157895,0.0,0.909001539261506,0.0
ref_standard,reference,115,0.49199130434782606,0.0,0.9085107877967631,0.0
ref_standard,reference,116,0.4920896551724138,0.0,0.9079859398295897,0.0
ref_standard,reference,117,0.4922068376068376,0.0,0.9074966576676917,0.0
ref_standard,reference,118,0.49253559322033896,0.0,0.9069708496594656,0.0
ref_standard,reference,119,0.49279327731092437,0.0,0.9064470214884961,0.0
ref_standard,reference,120,0.49297833333333335,0.0,0.9059080550136943,0.0
ref_standard,reference,121,0.4932380165289256,0.0,0.9053721393560092,0.0
ref_standard,reference,122,0.4934016393442623,0.0,0.9047951348367689,0.0
ref_standard,reference,123,0.4935788617886179,0.0,0.9042638372635947,0.0
ref_standard,reference,124,0.4936838709677419,0.0,0.9037515454481179,0.0
ref_standard,reference,125,0.4938688,0.0,0.9032292347083926,0.0
ref_standard,reference,126,0.4940031746031746,0.0,0.9026943585515014,0.0
ref_standard,reference,127,0.49424094488188974,0.0,0.9021222869124271,0.0
ref_standard,reference,128,0.494409375,0.0,0.901591802092609,0.0
ref_standard,reference,129,0.49455038759689923,0.0,0.9010246352868807,0.0
ref_standard,reference,130,0.4948,0.0,0.900473431435742,0.0
ref_standard,reference,131,0.4948763358778626,0.0,0.8999779080755896,0.0
ref_standard,reference,132,0.4950136363636364,0.0,0.8994496463835211,0.0
ref_standard,reference,133,0.49494586466165413,0.0,0.8989190887934121,0.0
ref_standard,reference,134,0.4951089552238806,0.0,0.898360468516805,0.0
ref_standard,reference,135,0.49522666666666665,0.0,0.8978313316295679,0.0
ref_standard,reference,136,0.4954235294117647,0.0,0.8972850493264736,0.0
ref_standard,reference,137,0.4957211678832117,0.0,0.8967807719705243,0.0
ref_standard,reference,138,0.4958623188405797,0.0,0.8962577910984824,0.0
ref_standard,reference,139,0.4959784172661871,0.0,0.8957567016970444,0.0
ref_standard,reference,140,0.4961642857142857,0.0,0.895222526651815,0.0
ref_standard,reference,141,0.4963078014184397,0.0,0.8947206009544451,0.0
ref_standard,reference,142,0.4964676056338028,0.0,0.8942064084970376,0.0
ref_standard,reference,143,0.49653706293706296,0.0,0.8936689892991508,0.0
ref_standard,reference,144,0.4967888888888889,0.0,0.893108289423787,0.0
ref_standard,reference,145,0.4969393103448276,0.0,0.8926303816819124,0.0
ref_standard,reference,146,0.4970095890410959,0.0,0.8921206494347867,0.0
ref_standard,reference,147,0.4971673469387755,0.0,0.8916222094931292,0.0
ref_standard,reference,148,0.49725675675675673,0.0,0.8910774904517479,0.0
ref_standard,reference,149,0.4975167785234899,0.0,0.8905559687058778,0.0
ref_standard,reference,150,0.4976586666666667,0.0,0.8899933753829519,0.0
ref_standard,reference,151,0.49772847682119203,0.0,0.889506331552522,0.0
ref_standard,reference,152,0.4979539473684211,0.0,0.8889959914670313,0.0
ref_standard,reference,153,0.4982392156862745,0.0,0.8885519556719599,0.0
ref_standard,reference,154,0.4983012987012987,0.0,0.8880514906801704,0.0
ref_standard,reference,155,0.49844516129032257,0.0,0.8875395323532727,0.0
ref_standard,reference,156,0.4985794871794872,0.0,0.8870124117831585,0.0
ref_standard,reference,157,0.49872611464968153,0.0,0.886518701933565,0.0
ref_standard,reference,158,0.4988367088607595,0.0,0.8860491238520725,0.0
ref_standard,reference,159,0.4989295597484277,0.0,0.8855870992872421,0.0
ref_standard,reference,160,0.49907125,0.0,0.8851115910189044,0.0
ref_standard,reference,161,0.4992335403726708,0.0,0.8846220105786742,0.0
ref_standard,reference,162,0.49941604938271605,0.0,0.8841227536261094,0.0
ref_standard,reference,163,0.4994846625766871,0.0,0.8836004735765794,0.0
ref_standard,reference,164,0.49969024390243905,0.0,0.8831489464259088,0.0
ref_standard,reference,165,0.49981333333333333,0.0,0.8826411777660325,0.0
ref_standard,reference,166,0.49994698795180725,0.0,0.8821575858058667,0.0
ref_standard,reference,167,0.5000694610778443,0.0,0.88169255813582,0.0
ref_standard,reference,168,0.5001428571428571,0.0,0.8811925805566387,0.0
ref_standard,reference,169,0.5001727810650888,0.0,0.8807258942898475,0.0
ref_standard,reference,170,0.5003411764705883,0.0,0.8801778616055641,0.0
ref_standard,reference,171,0.500378947368421,0.0,0.8796946016761432,0.0
